"Date","Description","Original Description","Amount","Transaction Type","Category","Account Name","Labels","Notes"
"8/01/2022","Point Of Sale Withdrawal CAROLINA AQUATICS WWW.TEAMUNIFY SCUS","Point Of Sale Withdrawal CAROLINA AQUATICS WWW.TEAMUNIFY SCUS","15.94","debit","Kids Activities","Joint Checking Account","",""
"7/31/2022","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","11.35","debit","Fast Food","Joint Checking Account","",""
"7/31/2022","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","114.70","debit","Gas & Fuel","Joint Checking Account","",""
"7/31/2022","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","172.60","debit","Groceries","Joint Checking Account","",""
"7/30/2022","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","150.00","debit","Babysitter & Daycare","Joint Checking Account","",""
"7/29/2022","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","83.39","debit","Groceries","Joint Checking Account","",""
"7/29/2022","Chick-Fil-A","Point Of Sale Withdrawal CHICK-FIL-A #03138 803-356-1635 SCUS","29.24","debit","Entertainment","Joint Checking Account","",""
"7/28/2022","Descriptive Deposit Mobile Deposit","Descriptive Deposit Mobile Deposit","92.72","credit","Transfer","Joint Checking Account","",""
"7/28/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 4873 AUGUSTA ROAD LEXINGTON SCUS","41.76","debit","Gas & Fuel","Joint Checking Account","",""
"7/28/2022","Descriptive Deposit Mobile Deposit","Descriptive Deposit Mobile Deposit","29.92","credit","Transfer","Joint Checking Account","",""
"7/28/2022","External Withdrawal DOMINION ENERGY - DRAFT","External Withdrawal DOMINION ENERGY - DRAFT","222.77","debit","Utilities","Joint Checking Account","",""
"7/28/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2605.00","credit","Transfer","Joint Checking Account","",""
"7/28/2022","External Withdrawal WF PL CC PAYMENT - PAYMENT","External Withdrawal WF PL CC PAYMENT - PAYMENT","300.00","debit","Credit Card Payment","Joint Checking Account","",""
"7/27/2022","Chick-Fil-A","Point Of Sale Withdrawal CHICK-FIL-A #03138 803-356-1635 SCUS","29.24","debit","Entertainment","Joint Checking Account","",""
"7/27/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","14.03","debit","Transfer","Joint Checking Account","",""
"7/27/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","8.55","debit","Transfer","Joint Checking Account","",""
"7/27/2022","Withdrawal Internet Transfer to *1171 MTG","Withdrawal Internet Transfer to *1171 MTG","1000.00","debit","Transfer","Joint Checking Account","",""
"7/27/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","98.84","debit","Transfer","Joint Checking Account","",""
"7/27/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","54.72","debit","Groceries Costco","Joint Checking Account","",""
"7/27/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","31.31","debit","Groceries Costco","Joint Checking Account","",""
"7/26/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","115.39","debit","Gas & Fuel","Joint Checking Account","",""
"7/25/2022","External Withdrawal CHASE CREDIT CRD - AUTOPAY","External Withdrawal CHASE CREDIT CRD - AUTOPAY","400.00","debit","Credit Card Payment","Joint Checking Account","",""
"7/24/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","61.41","debit","Groceries Costco","Joint Checking Account","",""
"7/24/2022","Point Of Sale Withdrawal GILLIGAN'S ISLAND FMURRELLS INLE SCUS","Point Of Sale Withdrawal GILLIGAN'S ISLAND FMURRELLS INLE SCUS","23.60","debit","Restaurants","Joint Checking Account","",""
"7/24/2022","Amazon","Point Of Sale Withdrawal AMAZON.COM SEATTLE WAUS","186.06","debit","Amazon","Joint Checking Account","",""
"7/23/2022","Point Of Sale Withdrawal FOOD LION #2849 6021 SAINT ANDREWS COLUMBIA SCUS","Point Of Sale Withdrawal FOOD LION #2849 6021 SAINT ANDREWS COLUMBIA SCUS","11.07","debit","Groceries","Joint Checking Account","",""
"7/23/2022","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","18.12","debit","Gas & Fuel","Joint Checking Account","",""
"7/23/2022","Point Of Sale Withdrawal AT* BROOKGREENGARDE151-x0182 SCUS","Point Of Sale Withdrawal AT* BROOKGREENGARDE151-x0182 SCUS","40.00","debit","Restaurants","Joint Checking Account","",""
"7/23/2022","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","52.83","debit","Gas & Fuel","Joint Checking Account","",""
"7/23/2022","Withdrawal Internet Transfer to *9511 CK","Withdrawal Internet Transfer to *9511 CK","100.00","debit","Transfer","Joint Checking Account","",""
"7/22/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","10.39","debit","Transfer","Joint Checking Account","",""
"7/22/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","181.59","debit","Groceries","Joint Checking Account","",""
"7/22/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1595.00","credit","Transfer","Joint Checking Account","",""
"7/19/2022","External Withdrawal USBANK LOAN - PAYMENT NTE*SPH*ACCT x5808 EFFECTIVE 07/18","External Withdrawal USBANK LOAN - PAYMENT NTE*SPH*ACCT x5808 EFFECTIVE 07/18","207.31","debit","Auto Payment","Joint Checking Account","",""
"7/19/2022","Point Of Sale Withdrawal TERMINIX SERVICE IN803-x1783 SCUS","Point Of Sale Withdrawal TERMINIX SERVICE IN803-x1783 SCUS","90.00","debit","Home Services","Joint Checking Account","",""
"7/19/2022","External Withdrawal STATE FARM RO 27 - SFPP","External Withdrawal STATE FARM RO 27 - SFPP","304.26","debit","Auto Insurance","Joint Checking Account","",""
"7/19/2022","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","452.11","debit","Auto Payment","Joint Checking Account","",""
"7/18/2022","Point Of Sale Withdrawal PROJECT FRANKS - #6303-079-9009 SCUS","Point Of Sale Withdrawal PROJECT FRANKS - #6303-079-9009 SCUS","40.00","debit","Charity","Joint Checking Account","",""
"7/18/2022","Amazon","Point Of Sale Withdrawal AMAZON.COM SEATTLE WAUS","218.19","debit","Amazon","Joint Checking Account","",""
"7/18/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","39.06","debit","Transfer","Joint Checking Account","",""
"7/18/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","33.26","debit","Gas & Fuel","Joint Checking Account","",""
"7/17/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","50.22","debit","Gas & Fuel","Joint Checking Account","",""
"7/17/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","22.05","debit","Gas & Fuel","Joint Checking Account","",""
"7/17/2022","Chick-Fil-A","Point Of Sale Withdrawal CHICK-FIL-A #03138 803-356-1635 SCUS","14.20","debit","Entertainment","Joint Checking Account","",""
"7/17/2022","Point Of Sale Withdrawal REI #178 COLUMB 2300 BULL STREET COLUMBIA SCUS","Point Of Sale Withdrawal REI #178 COLUMB 2300 BULL STREET COLUMBIA SCUS","290.45","debit","Sporting Goods","Joint Checking Account","",""
"7/17/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","118.29","debit","Groceries","Joint Checking Account","",""
"7/17/2022","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","95.01","debit","Groceries","Joint Checking Account","",""
"7/16/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","153.23","debit","Groceries Costco","Joint Checking Account","",""
"7/16/2022","Withdrawal Internet Transfer to *9503 CK","Withdrawal Internet Transfer to *9503 CK","250.00","debit","Transfer","Joint Checking Account","",""
"7/16/2022","Point Of Sale Withdrawal SSA RIVERBANKS ZOO COLUMBIA SCUS","Point Of Sale Withdrawal SSA RIVERBANKS ZOO COLUMBIA SCUS","23.00","debit","Amusement","Joint Checking Account","",""
"7/16/2022","Point Of Sale Withdrawal SSA RIVERBANKS ZOO COLUMBIA SCUS","Point Of Sale Withdrawal SSA RIVERBANKS ZOO COLUMBIA SCUS","9.00","debit","Amusement","Joint Checking Account","",""
"7/16/2022","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","141.12","debit","Travel","Joint Checking Account","",""
"7/15/2022","Withdrawal Internet Transfer to *9496 SAV","Withdrawal Internet Transfer to *9496 SAV","300.00","debit","Transfer","Joint Checking Account","",""
"7/14/2022","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","132.00","debit","Travel","Joint Checking Account","",""
"7/14/2022","Amazon","Point Of Sale Withdrawal AMAZON.COM SEATTLE WAUS","231.08","debit","Amazon","Joint Checking Account","",""
"7/14/2022","Point Of Sale Withdrawal Prime Video*DJ1D76W888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*DJ1D76W888-802-3080 WAUS","10.69","debit","Movies & DVDs","Joint Checking Account","",""
"7/14/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2500.00","credit","Transfer","Joint Checking Account","",""
"7/13/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","9.99","debit","Transfer","Joint Checking Account","",""
"7/13/2022","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","Point Of Sale Withdrawal INSTACART*159 HTTPSINSTACAR CAUS","40.58","debit","Groceries","Joint Checking Account","",""
"7/13/2022","Point Of Sale Withdrawal CIRCLE K # 06773 LEXINGTON SCUS","Point Of Sale Withdrawal CIRCLE K # 06773 LEXINGTON SCUS","44.43","debit","Gas & Fuel","Joint Checking Account","",""
"7/13/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","139.64","debit","Transfer","Joint Checking Account","",""
"7/12/2022","External Withdrawal WOFCSET - AUTO LOAN","External Withdrawal WOFCSET - AUTO LOAN","242.64","debit","Auto Payment","Joint Checking Account","",""
"7/12/2022","Point Of Sale Withdrawal REI.COM 800-426-48800-426-4840 WAUS","Point Of Sale Withdrawal REI.COM 800-426-48800-426-4840 WAUS","129.60","debit","Sporting Goods","Joint Checking Account","",""
"7/12/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","89.51","debit","Transfer","Joint Checking Account","",""
"7/12/2022","Point Of Sale Withdrawal REI.COM 800-426-48800-426-4840 WAUS","Point Of Sale Withdrawal REI.COM 800-426-48800-426-4840 WAUS","81.00","debit","Sporting Goods","Joint Checking Account","",""
"7/12/2022","Point Of Sale Withdrawal JANSPORT.COM 855-818-5966 WIUS","Point Of Sale Withdrawal JANSPORT.COM 855-818-5966 WIUS","69.55","debit","Clothing","Joint Checking Account","",""
"7/11/2022","Amazon","External Withdrawal AMZ_STORECRD_PMT - PAYMENT","400.00","debit","Amazon","Joint Checking Account","",""
"7/11/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","16.33","debit","Transfer","Joint Checking Account","",""
"7/10/2022","Point Of Sale Withdrawal IRMO PET RETREAT COLUMBIA SCUS","Point Of Sale Withdrawal IRMO PET RETREAT COLUMBIA SCUS","213.00","debit","Pets","Joint Checking Account","",""
"7/10/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","44.94","debit","Gas & Fuel","Joint Checking Account","",""
"7/10/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","52.14","debit","Groceries Costco","Joint Checking Account","",""
"7/10/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 4448 SUNSET BLVD LEXINGTON SCUS","25.00","debit","Gas & Fuel","Joint Checking Account","",""
"7/10/2022","Point Of Sale Withdrawal SPORTSMANS WAREHOUSCOLUMBIA SCUS","Point Of Sale Withdrawal SPORTSMANS WAREHOUSCOLUMBIA SCUS","227.19","debit","Sporting Goods","Joint Checking Account","",""
"7/10/2022","Amazon","Point Of Sale Withdrawal AMAZON.COM SEATTLE WAUS","21.38","debit","Amazon","Joint Checking Account","",""
"7/09/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","203.81","debit","Groceries","Joint Checking Account","",""
"7/09/2022","Point Of Sale Withdrawal MADISONS PORT ROYAL SCUS","Point Of Sale Withdrawal MADISONS PORT ROYAL SCUS","110.11","debit","Financial","Joint Checking Account","",""
"7/09/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1595.00","credit","Transfer","Joint Checking Account","",""
"7/09/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8839BEAUFORT SCUS","63.58","debit","Gas & Fuel","Joint Checking Account","",""
"7/08/2022","Point Of Sale Withdrawal PUBLIX BEAUFORT SCUS","Point Of Sale Withdrawal PUBLIX BEAUFORT SCUS","22.83","debit","Groceries","Joint Checking Account","",""
"7/07/2022","Withdrawal Internet Transfer to *9503 CK","Withdrawal Internet Transfer to *9503 CK","100.00","debit","Transfer","Joint Checking Account","",""
"7/07/2022","Point Of Sale Withdrawal PUBLIX BEAUFORT SCUS","Point Of Sale Withdrawal PUBLIX BEAUFORT SCUS","36.32","debit","Groceries","Joint Checking Account","",""
"7/07/2022","Point Of Sale Withdrawal GAY FISH CO SAINT HELENA SCUS","Point Of Sale Withdrawal GAY FISH CO SAINT HELENA SCUS","44.90","debit","Groceries","Joint Checking Account","",""
"7/07/2022","External Withdrawal ATT - Payment","External Withdrawal ATT - Payment","259.60","debit","Home Phone","Joint Checking Account","",""
"7/07/2022","Point Of Sale Withdrawal BEAUFORT INN BEAUFORT SCUS","Point Of Sale Withdrawal BEAUFORT INN BEAUFORT SCUS","5.00","debit","Hotel","Joint Checking Account","",""
"7/06/2022","Point Of Sale Withdrawal BEAUFORT INN BEAUFORT SCUS","Point Of Sale Withdrawal BEAUFORT INN BEAUFORT SCUS","6.00","debit","Hotel","Joint Checking Account","",""
"7/06/2022","Point Of Sale Withdrawal LOWCOUNTRY PRODUCE-BEAUFORT SCUS","Point Of Sale Withdrawal LOWCOUNTRY PRODUCE-BEAUFORT SCUS","25.57","debit","Groceries","Joint Checking Account","",""
"7/06/2022","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","External Withdrawal CAPITAL ONE AUTO - DIRECTPAY","452.11","debit","Auto Payment","Joint Checking Account","",""
"7/06/2022","Check SERIAL #: 2605","Check SERIAL #: 2605","41.00","debit","Charity","Joint Checking Account","",""
"7/05/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","5.34","debit","Transfer","Joint Checking Account","",""
"7/05/2022","Point Of Sale Withdrawal SQ *BAREFOOT BUBBA'Saint Helena SCUS","Point Of Sale Withdrawal SQ *BAREFOOT BUBBA'Saint Helena SCUS","22.13","debit","Restaurants","Joint Checking Account","",""
"7/05/2022","External Withdrawal YMCAofColumbia PURCHASE x5226","External Withdrawal YMCAofColumbia PURCHASE x5226","79.00","debit","Gym","Joint Checking Account","",""
"7/04/2022","Point Of Sale Withdrawal Hearth Beaufort SCUS","Point Of Sale Withdrawal Hearth Beaufort SCUS","50.36","debit","Coffee Shops","Joint Checking Account","",""
"7/04/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8839BEAUFORT SCUS","58.73","debit","Gas & Fuel","Joint Checking Account","",""
"7/04/2022","Point Of Sale Withdrawal JERSEY MIKES ONLINE732-223-4044 NJUS","Point Of Sale Withdrawal JERSEY MIKES ONLINE732-223-4044 NJUS","31.80","debit","Fast Food","Joint Checking Account","",""
"7/04/2022","Point Of Sale Withdrawal SQ *KONA ICE OF BEASaint Helena SCUS","Point Of Sale Withdrawal SQ *KONA ICE OF BEASaint Helena SCUS","8.88","debit","Restaurants","Joint Checking Account","",""
"7/03/2022","Point Of Sale Withdrawal PUBLIX BEAUFORT SCUS","Point Of Sale Withdrawal PUBLIX BEAUFORT SCUS","12.11","debit","Groceries","Joint Checking Account","",""
"7/03/2022","Point Of Sale Withdrawal Wal-Mart Super 7181 WAL-SAMS BEAUFORT SCUS","Point Of Sale Withdrawal Wal-Mart Super 7181 WAL-SAMS BEAUFORT SCUS","48.51","debit","Shopping","Joint Checking Account","",""
"7/02/2022","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","76.00","debit","Babysitter & Daycare","Joint Checking Account","",""
"7/02/2022","Point Of Sale Withdrawal AMZNFreeTime*K269Q1888-802-3080 WAUS","Point Of Sale Withdrawal AMZNFreeTime*K269Q1888-802-3080 WAUS","7.41","debit","Entertainment","Joint Checking Account","",""
"7/02/2022","Point Of Sale Withdrawal O'REILLY AUTO PARTSCOLUMBIA SCUS","Point Of Sale Withdrawal O'REILLY AUTO PARTSCOLUMBIA SCUS","35.30","debit","Service & Parts","Joint Checking Account","",""
"7/02/2022","Target","Point Of Sale Withdrawal TARGET T-1199 134 Harbison Blvd Columbia SCUS","68.11","debit","Target","Joint Checking Account","",""
"7/01/2022","Point Of Sale Withdrawal RECREATION.GOV 877-444-6777 NMUS","Point Of Sale Withdrawal RECREATION.GOV 877-444-6777 NMUS","64.00","debit","Travel","Joint Checking Account","",""
"7/01/2022","Chick-Fil-A","Point Of Sale Withdrawal CHICK-FIL-A #03138 803-356-1635 SCUS","14.20","debit","Entertainment","Joint Checking Account","",""
"7/01/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","217.28","debit","Groceries","Joint Checking Account","",""
"7/01/2022","Point Of Sale Withdrawal OLE TIMEY MEAT 6352 ST ANDREWS RD COLUMBIA SCUS","Point Of Sale Withdrawal OLE TIMEY MEAT 6352 ST ANDREWS RD COLUMBIA SCUS","36.28","debit","Groceries","Joint Checking Account","",""
"7/01/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","178.97","debit","Groceries Costco","Joint Checking Account","",""
"7/01/2022","Point Of Sale Withdrawal Prime Video*8W7W51I888-802-3080 WAUS","Point Of Sale Withdrawal Prime Video*8W7W51I888-802-3080 WAUS","8.55","debit","Movies & DVDs","Joint Checking Account","",""
"7/01/2022","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","Point Of Sale Withdrawal SC PARK SERVICE 803-734-1778 SCUS","185.90","debit","Travel","Joint Checking Account","",""
"7/01/2022","Point Of Sale Withdrawal CAROLINA AQUATICS WWW.TEAMUNIFY SCUS","Point Of Sale Withdrawal CAROLINA AQUATICS WWW.TEAMUNIFY SCUS","72.57","debit","Kids Activities","Joint Checking Account","",""
"7/01/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","500.00","credit","Transfer","Joint Checking Account","",""
"6/30/2022","Point Of Sale Withdrawal SAN JOSE IRMO SCUS","Point Of Sale Withdrawal SAN JOSE IRMO SCUS","55.18","debit","Restaurants","Joint Checking Account","",""
"6/30/2022","Deposit Internet Transfer from *9511 CK","Deposit Internet Transfer from *9511 CK","2375.00","credit","Transfer","Joint Checking Account","",""
"6/30/2022","Point Of Sale Withdrawal CVS/PHARMACY # 4156--308 & 312 STCOLUMBIA SCUS","Point Of Sale Withdrawal CVS/PHARMACY # 4156--308 & 312 STCOLUMBIA SCUS","16.57","debit","Pharmacy","Joint Checking Account","",""
"6/29/2022","External Withdrawal DOMINION ENERGY - DRAFT","External Withdrawal DOMINION ENERGY - DRAFT","205.26","debit","Utilities","Joint Checking Account","",""
"6/28/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","33.93","debit","Gas & Fuel","Joint Checking Account","",""
"6/28/2022","Chick-Fil-A","Point Of Sale Withdrawal CHICK-FIL-A #03138 803-356-1635 SCUS","14.20","debit","Entertainment","Joint Checking Account","",""
"6/28/2022","External Withdrawal WF PL CC PAYMENT - PAYMENT","External Withdrawal WF PL CC PAYMENT - PAYMENT","300.00","debit","Credit Card Payment","Joint Checking Account","",""
"6/27/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","92.00","debit","Gas & Fuel","Joint Checking Account","",""
"6/27/2022","Point Of Sale Withdrawal DUCK DONUTS MYRTLE MYRTLE BEACH SCUS","Point Of Sale Withdrawal DUCK DONUTS MYRTLE MYRTLE BEACH SCUS","21.98","debit","Fast Food","Joint Checking Account","",""
"6/27/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","21.28","debit","Gas & Fuel","Joint Checking Account","",""
"6/27/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","14.03","debit","Transfer","Joint Checking Account","",""
"6/27/2022","Withdrawal Internet Transfer to *1171 MTG","Withdrawal Internet Transfer to *1171 MTG","1000.00","debit","Transfer","Joint Checking Account","",""
"6/27/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","8.55","debit","Transfer","Joint Checking Account","",""
"6/27/2022","External Withdrawal CHASE CREDIT CRD - AUTOPAY","External Withdrawal CHASE CREDIT CRD - AUTOPAY","400.00","debit","Credit Card Payment","Joint Checking Account","",""
"6/26/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8892SURFSIDE SCUS","55.78","debit","Gas & Fuel","Joint Checking Account","",""
"6/26/2022","Point Of Sale Withdrawal THE HOME DEPOT 5200FERNANDINA RD COLUMBIA SCUS","Point Of Sale Withdrawal THE HOME DEPOT 5200FERNANDINA RD COLUMBIA SCUS","35.61","debit","Home Improvement","Joint Checking Account","",""
"6/26/2022","Point Of Sale Withdrawal SWEET PEPPERS ICE CSURFSIDE BEAC SCUS","Point Of Sale Withdrawal SWEET PEPPERS ICE CSURFSIDE BEAC SCUS","25.17","debit","Restaurants","Joint Checking Account","",""
"6/25/2022","Point Of Sale Withdrawal SQ *JIMMYZ ORIGINALMyrtle Beach SCUS","Point Of Sale Withdrawal SQ *JIMMYZ ORIGINALMyrtle Beach SCUS","20.61","debit","Restaurants","Joint Checking Account","",""
"6/25/2022","Point Of Sale Withdrawal DUCK DONUTS MYRTLE MYRTLE BEACH SCUS","Point Of Sale Withdrawal DUCK DONUTS MYRTLE MYRTLE BEACH SCUS","12.03","debit","Fast Food","Joint Checking Account","",""
"6/25/2022","Amazon","Point Of Sale Withdrawal AMAZON.COM SEATTLE WAUS","76.10","debit","Amazon","Joint Checking Account","",""
"6/25/2022","Point Of Sale Withdrawal RACK ROOM SHOES #06MYRTLE BEACH SCUS","Point Of Sale Withdrawal RACK ROOM SHOES #06MYRTLE BEACH SCUS","32.35","debit","Clothing","Joint Checking Account","",""
"6/25/2022","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","Point Of Sale Withdrawal PALMETTO ATHLETIC C803-x2090 SCUS","76.00","debit","Babysitter & Daycare","Joint Checking Account","",""
"6/24/2022","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","9.41","debit","Fast Food","Joint Checking Account","",""
"6/24/2022","Brookgreen Gardens Scus","Point Of Sale Withdrawal BROOKGREEN GARDENS 843-235-6000 SCUS","80.00","debit","Uncategorized","Joint Checking Account","",""
"6/24/2022","Point Of Sale Withdrawal PIRATES WATCH ADVENMYRTLE BEACH SCUS","Point Of Sale Withdrawal PIRATES WATCH ADVENMYRTLE BEACH SCUS","40.00","debit","Sports","Joint Checking Account","",""
"6/24/2022","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","Point Of Sale Withdrawal BUC-EE'S #53 FLORENCE SCUS","52.42","debit","Gas & Fuel","Joint Checking Account","",""
"6/23/2022","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","Point Of Sale Withdrawal PUBLIX COLUMBIA SCUS","100.81","debit","Groceries","Joint Checking Account","",""
"6/23/2022","Point Of Sale Withdrawal GREENS BEVERAGE 401COLUMBIA SCUS","Point Of Sale Withdrawal GREENS BEVERAGE 401COLUMBIA SCUS","19.25","debit","Alcohol & Bars","Joint Checking Account","",""
"6/23/2022","Point Of Sale Withdrawal FRUGAL MACDOOGAL COLUMBIA SCUS","Point Of Sale Withdrawal FRUGAL MACDOOGAL COLUMBIA SCUS","19.25","debit","Alcohol & Bars","Joint Checking Account","",""
"6/23/2022","Point Of Sale Withdrawal BUC-EE'S #53 3390 NORTH WILLISTOFLORENCE SCUS","Point Of Sale Withdrawal BUC-EE'S #53 3390 NORTH WILLISTOFLORENCE SCUS","22.96","debit","Gas & Fuel","Joint Checking Account","",""
"6/23/2022","Costco","Point Of Sale Withdrawal COSTCO WHSE #1232 COLUMBIA SCUS","82.38","debit","Groceries Costco","Joint Checking Account","",""
"6/23/2022","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","Point Of Sale Withdrawal TRADER JOE'S.#7 4516 FOREST DR COLUMBIA SCUS","94.00","debit","Groceries","Joint Checking Account","",""
"6/23/2022","Deposit Internet Transfer from *9503 CK","Deposit Internet Transfer from *9503 CK","1535.00","credit","Transfer","Joint Checking Account","",""
"6/23/2022","Murphy Express","Point Of Sale Withdrawal MURPHY EXPRESS 8684LEXINGTON SCUS","68.14","debit","Gas & Fuel","Joint Checking Account","",""
"6/22/2022","External Withdrawal USBANK LOAN - PAYMENT NTE*SPH*ACCT x5808 EFFECTIVE 06/18","External Withdrawal USBANK LOAN - PAYMENT NTE*SPH*ACCT x5808 EFFECTIVE 06/18","207.31","debit","Auto Payment","Joint Checking Account","",""
"6/22/2022","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","External Withdrawal PAYPAL INSTANT TRANSFER - INST XFER","6.48","debit","Transfer","Joint Checking Account","",""
